chunk,feature,importance_gain,importance_split
1,f105_amt_paid_mean,5475.090410709381,359
1,f105_amt_paid_min,4036.8510003089905,303
1,f105_amt_unpaid_sum,910.4459209442139,67
1,f105_amt_unpaid_max,958.7369632720947,73
1,f105_app-p-ref_cnt,9066.647046089172,350
1,f105_amt_unpaid_sum-p-app,5288.145843029022,336
1,f105_amt_unpaid_sum-p-app-d-income,3993.3210520744324,277
1,f105_cnt_paid_max,1116.374668598175,78
1,f105_cnt_paid_mean,6986.08477306366,472
1,f105_future_payment_10m_sum,809.3247170448303,50
1,f105_future_payment_11m_sum,628.884482383728,39
1,f105_future_payment_13m_sum,447.84128761291504,28
1,f105_future_payment_14m_max,1379.8786988258362,87
1,f105_future_payment_14m_sum,201.62060070037842,10
1,f105_future_payment_15m_max,1018.2926435470581,60
1,f105_future_payment_12m_sum,717.7058334350586,44
1,f105_future_payment_15m_sum,227.02134943008423,15
1,f105_future_payment_16m_sum,264.798303604126,15
1,f105_future_payment_16m_max,845.7005825042725,51
1,f105_future_payment_18m_max,771.884596824646,40
1,f105_future_payment_17m_sum,238.81951904296875,17
1,f105_future_payment_17m_max,763.4447078704834,40
1,f105_future_payment_17m_mean,1070.9097232818604,59
1,f105_future_payment_18m_min,1896.5367908477783,93
1,f105_future_payment_18m_mean,995.4441146850586,53
1,f105_future_payment_18m_sum,263.4351806640625,18
1,f105_future_payment_19m_max,742.9174652099609,45
1,f105_future_payment_19m_mean,902.8369588851929,53
1,f105_future_payment_20m_sum,328.15525817871094,22
1,f105_future_payment_1m_sum,397.7575464248657,27
1,f105_future_payment_21m_max,746.8952536582947,52
1,f105_future_payment_23m_sum,161.6516981124878,11
1,f105_future_payment_22m_sum,135.7603988647461,10
1,f105_future_payment_22m_mean,300.06487941741943,23
1,f105_future_payment_23m_min,256.179181098938,19
1,f105_future_payment_21m_sum,128.79304027557373,9
1,f105_future_payment_23m_mean,212.55145025253296,17
1,f105_future_payment_22m_min,465.96380710601807,33
1,f105_future_payment_23m_max,167.08564949035645,13
1,f105_future_payment_24m_max,210.83131742477417,15
1,f105_future_payment_25m_max,175.84433937072754,13
1,f105_future_payment_22m_max,382.91675186157227,26
1,f105_future_payment_25m_sum,118.0878496170044,8
1,f105_future_payment_26m_min,195.49942207336426,15
1,f105_future_payment_25m_mean,271.16260147094727,20
1,f105_future_payment_24m_sum,75.3409595489502,7
1,f105_future_payment_24m_min,318.94666290283203,22
1,f105_future_payment_26m_max,161.3727102279663,13
1,f105_future_payment_24m_mean,237.87693881988525,15
