,chunk,feature,importance_gain,importance_split,auc_train,auc_valid
10581,12,f101_approved_AMT_GOODS_PRICE_d_AMT_ANNUITY_diff_std_div_mean,421.27452,37,0.84117,0.76864
10470,12,f107_NAME_GOODS_CATEGORY,619.87962,40,0.84117,0.76864
10471,12,f101_completed_DAYS_LAST_DUE_s_DAYS_LAST_DUE_1ST_VERSION_max,619.11651,43,0.84117,0.76864
10472,12,f101_completed_AMT_APPLICATION_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_diff_mean,618.50364,41,0.84117,0.76864
10801,12,f102_approved_AMT_ANNUITY_d_app_AMT_ANNUITY_diff_min,224.26885,19,0.84117,0.76864
8994,10,f102_active_AMT_ANNUITY_s_app_AMT_CREDIT_max,224.71628,18,0.84481,0.76864
9122,10,f101_nyg_low_normal_AMT_APPLICATION_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_std_div_mean,155.81132,13,0.84481,0.76864
8996,10,f101_nyg_middle_NAME_CONTRACT_STATUS_Approved_mean,223.43144,13,0.84481,0.76864
10803,12,f103_active_DAYS_DECISION_s_app_DAYS_BIRTH_max,223.74603,14,0.84117,0.76864
8601,10,f101_approved_AMT_CREDIT_s_app_AMT_CREDIT_pctchange_std,626.59937,45,0.84481,0.76864
8600,10,f101_completed_DAYS_FIRST_DUE_s_app_DAYS_EMPLOYED_max_div_min,628.93541,43,0.84481,0.76864
8596,10,f101_approved_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_diff_mean,631.21803,55,0.84481,0.76864
8598,10,f105_future_payment_6m_max,630.7007,39,0.84481,0.76864
10796,12,f101_nyg_low_normal_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_diff_mean,226.3206,17,0.84117,0.76864
8743,10,f101_active_AMT_CREDIT_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_mean,418.10732,27,0.84481,0.76864
8738,10,f103_active_DAYS_LAST_DUE_s_DAYS_LAST_DUE_1ST_VERSION_max,422.795,21,0.84481,0.76864
8739,10,f101_completed_DAYS_FIRST_DUE_d_app_DAYS_BIRTH_std,422.68834,21,0.84481,0.76864
8737,10,f101_nyg_high_DAYS_FIRST_DUE_d_app_DAYS_REGISTRATION_max,423.56644,32,0.84481,0.76864
10798,12,f104_nyg_high_DAYS_DECISION_s_app_DAYS_REGISTRATION_max,225.78266,12,0.84117,0.76864
10799,12,f104_nyg_low_normal_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_max,225.7626,15,0.84117,0.76864
8993,10,f104_active_DAYS_DECISION_d_app_DAYS_BIRTH_min,225.6391,14,0.84481,0.76864
10797,12,f102_nyg_low_normal_AMT_GOODS_PRICE_s_app_AMT_CREDIT_mean,226.04414,18,0.84117,0.76864
10580,12,f103_active_DAYS_TERMINATION_s_DAYS_FIRST_DUE_mean,421.92408,22,0.84117,0.76864
10578,12,f101_refused_NAME_YIELD_GROUP_middle_mean,422.91935,26,0.84117,0.76864
8499,10,f101_nyg_middle_AMT_APPLICATION_s_app_AMT_ANNUITY_max,1210.88806,84,0.84481,0.76864
10376,12,f101_nyg_low_normal_AMT_APPLICATION_s_app_AMT_ANNUITY_mean,1217.76517,73,0.84117,0.76864
9062,10,f101_nyg_low_normal_AMT_CREDIT_s_app_AMT_GOODS_PRICE_std,190.2611,13,0.84481,0.76864
9060,10,f103_nyg_middle_AMT_CREDIT_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_pctchange_mean,191.09728,15,0.84481,0.76864
10868,12,f104_nyg_low_normal_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_max,190.68373,13,0.84117,0.76864
9061,10,f102_active_AMT_APPLICATION_s_app_AMT_ANNUITY_pctchange_min,190.49389,15,0.84481,0.76864
10716,12,f101_nyg_middle_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_std_div_mean,287.53367,23,0.84117,0.76864
10663,12,f101_refused_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_diff_mean,329.91426,22,0.84117,0.76864
8833,10,f103_active_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_LAST_PHONE_CHANGE_max,329.85234,21,0.84481,0.76864
10664,12,f101_completed_AMT_ANNUITY_s_app_AMT_ANNUITY_diff_mean,329.08074,24,0.84117,0.76864
10720,12,f103_approved_AMT_GOODS_PRICE_d_AMT_ANNUITY_std,284.88879,23,0.84117,0.76864
8894,10,f101_approved_AMT_CREDIT_d_app_AMT_GOODS_PRICE_diff_min,285.38016,21,0.84481,0.76864
10717,12,f104_approved_RATE_DOWN_PAYMENT_min,286.95368,17,0.84117,0.76864
10718,12,f101_nyg_middle_AMT_ANNUITY_s_app_AMT_GOODS_PRICE_pctchange_min,286.77744,21,0.84117,0.76864
8893,10,f101_nyg_high_AMT_CREDIT_d_app_AMT_GOODS_PRICE_max,286.74761,22,0.84481,0.76864
9064,10,f104_approved_DAYS_DECISION_s_app_DAYS_BIRTH_max,189.98328,14,0.84481,0.76864
9065,10,f102_nyg_middle_AMT_GOODS_PRICE_d_app_AMT_ANNUITY_min,189.9589,15,0.84481,0.76864
8505,10,f101_refused_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_max,1091.83552,58,0.84481,0.76864
8897,10,f101_nyg_high_AMT_GOODS_PRICE_s_app_AMT_CREDIT_pctchange_max,284.65849,20,0.84481,0.76864
8895,10,f101_nyg_middle_total_debt_diff_std,285.21303,23,0.84481,0.76864
10585,12,f101_approved_AMT_CREDIT_s_app_AMT_CREDIT_pctchange_max_div_min,414.51856,31,0.84117,0.76864
8747,10,f103_approved_AMT_ANNUITY_d_app_AMT_GOODS_PRICE_pctchange_mean,410.59713,33,0.84481,0.76864
8744,10,f101_nyg_middle_DAYS_FIRST_DUE_s_DAYS_DECISIONS_mean,416.63857,32,0.84481,0.76864
10583,12,f101_nyg_high_AMT_CREDIT_d_app_AMT_ANNUITY_pctchange_min,416.60491,33,0.84117,0.76864
10792,12,f103_nyg_high_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_EMPLOYED_mean,229.16423,15,0.84117,0.76864
8990,10,f101_active_AMT_APPLICATION_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_pctchange_mean,227.13355,16,0.84481,0.76864
8991,10,f101_nyg_middle_AMT_GOODS_PRICE_s_app_AMT_CREDIT_pctchange_mean,227.03359,17,0.84481,0.76864
10795,12,f101_completed_NAME_GOODS_CATEGORY_XNA_mean,227.3278,19,0.84117,0.76864
10926,12,f103_nyg_high_AMT_GOODS_PRICE_d_AMT_CREDIT_diff_mean,158.42612,13,0.84117,0.76864
8742,10,f101_nyg_middle_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_REGISTRATION_min,418.65347,34,0.84481,0.76864
10582,12,f101_approved_AMT_CREDIT_d_app_AMT_CREDIT_diff_std,420.66427,31,0.84117,0.76864
8599,10,f104_nyg_high_AMT_ANNUITY_d_app_AMT_CREDIT_mean,630.26945,35,0.84481,0.76864
10928,12,f101_nyg_high_AMT_CREDIT_d_AMT_ANNUITY_pctchange_std_div_mean,158.21788,13,0.84117,0.76864
8589,10,f101_nyg_low_action_AMT_ANNUITY_mean,638.47995,38,0.84481,0.76864
9034,10,f103_completed_DAYS_FIRST_DUE_s_app_DAYS_LAST_PHONE_CHANGE_max,204.00537,17,0.84481,0.76864
9035,10,f101_nyg_low_action_DAYS_DECISION_s_app_DAYS_REGISTRATION_max,203.97181,11,0.84481,0.76864
10836,12,f101_nyg_low_normal_AMT_CREDIT_s_app_AMT_GOODS_PRICE_diff_max,204.38466,18,0.84117,0.76864
8726,10,f101_approved_AMT_ANNUITY_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_pctchange_std,435.08443,33,0.84481,0.76864
10465,12,f101_nyg_low_normal_AMT_CREDIT_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_min,636.41557,51,0.84117,0.76864
8590,10,f101_nyg_low_action_DAYS_FIRST_DUE_d_app_DAYS_REGISTRATION_max,636.3377,32,0.84481,0.76864
8591,10,f107_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_diff,635.89896,48,0.84481,0.76864
8592,10,f101_refused_AMT_ANNUITY_d_app_AMT_CREDIT_pctchange_mean,635.70765,33,0.84481,0.76864
8593,10,f101_approved_AMT_CREDIT_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_std_div_mean,635.68968,51,0.84481,0.76864
8471,10,f101_completed_DAYS_DECISION_d_app_DAYS_ID_PUBLISH_std_div_mean,2036.84072,74,0.84481,0.76864
10345,12,f101_completed_DAYS_DECISION_s_app_DAYS_BIRTH_min,2033.22019,123,0.84117,0.76864
10346,12,f101_approved_DAYS_FIRST_DUE_d_app_DAYS_REGISTRATION_max_div_min,1985.47569,106,0.84117,0.76864
8988,10,f103_completed_DAYS_LAST_DUE_d_app_DAYS_BIRTH_max,228.28993,18,0.84481,0.76864
10793,12,f101_completed_AMT_GOODS_PRICE_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_pctchange_std,228.81268,14,0.84117,0.76864
10794,12,f103_nyg_high_AMT_ANNUITY_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_diff_max,228.662,11,0.84117,0.76864
10853,12,f101_active_AMT_APPLICATION_s_app_AMT_GOODS_PRICE_pctchange_min,199.34683,16,0.84117,0.76864
9044,10,f101_approved_AMT_CREDIT_s_app_AMT_ANNUITY_diff_min,199.24044,18,0.84481,0.76864
10851,12,f102_active_DAYS_FIRST_DUE_s_app_DAYS_ID_PUBLISH_mean,199.59692,17,0.84117,0.76864
10789,12,f101_nyg_low_action_AMT_CREDIT_s_app_AMT_INCOME_TOTAL_pctchange_std_div_mean,230.43216,18,0.84117,0.76864
8987,10,f101_nyg_low_normal_AMT_CREDIT_s_app_AMT_CREDIT_pctchange_min,230.3356,14,0.84481,0.76864
10852,12,f101_nyg_middle_total_debt_pctchange_max_div_min,199.51979,15,0.84117,0.76864
10588,12,f107_AMT_APPLICATION-s-app_AMT_ANNUITY_diff,409.79146,37,0.84117,0.76864
10850,12,f102_refused_NAME_CONTRACT_TYPE_Revolving_loans_mean,199.71722,14,0.84117,0.76864
10593,12,f101_approved_AMT_GOODS_PRICE_d_app_AMT_ANNUITY_diff_min,404.33177,34,0.84117,0.76864
10848,12,f102_approved_AMT_CREDIT_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_mean,200.42267,17,0.84117,0.76864
10591,12,f107_AMT_APPLICATION-s-app_AMT_ANNUITY_pctchange,404.62072,32,0.84117,0.76864
8983,10,f103_refused_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_max,232.99058,16,0.84481,0.76864
8984,10,f101_nyg_low_action_DAYS_FIRST_DUE_s_app_DAYS_REGISTRATION_mean,232.8751,10,0.84481,0.76864
10849,12,f104_active_AMT_CREDIT_d_app_AMT_ANNUITY_min,200.3879,14,0.84117,0.76864
8749,10,f104_approved_SELLERPLACE_AREA_mean,409.38296,29,0.84481,0.76864
10689,12,f102_approved_AMT_ANNUITY_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_pctchange_mean,306.59633,26,0.84117,0.76864
8750,10,f103_refused_DAYS_DECISION_d_app_DAYS_ID_PUBLISH_min,407.78913,20,0.84481,0.76864
10586,12,f101_completed_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_diff_mean,410.31232,26,0.84117,0.76864
8819,10,f103_approved_AMT_ANNUITY_s_app_AMT_ANNUITY_pctchange_min,348.75111,29,0.84481,0.76864
8751,10,f101_nyg_high_AMT_CREDIT_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_pctchange_max,407.4426,31,0.84481,0.76864
10528,12,f103_completed_DAYS_LAST_DUE_s_app_DAYS_BIRTH_mean,502.39999,35,0.84117,0.76864
10787,12,f104_approved_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_mean,231.63789,15,0.84117,0.76864
8918,10,f101_nyg_low_normal_interest_rate_diff_std_div_mean,271.35556,19,0.84481,0.76864
8986,10,f101_active_AMT_CREDIT_s_app_AMT_GOODS_PRICE_diff_min,232.03454,16,0.84481,0.76864
10790,12,f101_nyg_low_normal_AMT_DOWN_PAYMENT_d_AMT_GOODS_PRICE_diff_max,229.928,17,0.84117,0.76864
8587,10,f101_approved_AMT_ANNUITY_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_pctchange_min,640.9584,49,0.84481,0.76864
10732,12,f102_approved_AMT_APPLICATION_d_app_AMT_GOODS_PRICE_pctchange_mean,271.35402,23,0.84117,0.76864
8746,10,f101_nyg_high_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_max_div_min,412.07948,29,0.84481,0.76864
8752,10,f101_nyg_low_normal_DAYS_TERMINATION_d_app_DAYS_ID_PUBLISH_mean,406.53223,28,0.84481,0.76864
8920,10,f101_active_interest_rate_diff_max_div_min,269.5727,18,0.84481,0.76864
10377,12,f101_approved_AMT_APPLICATION_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_max_div_min,1162.1396,69,0.84117,0.76864
9066,10,f104_approved_AMT_CREDIT_s_app_AMT_ANNUITY_diff_max,188.52016,14,0.84481,0.76864
10874,12,f101_nyg_high_DAYS_TERMINATION_s_DAYS_LAST_DUE_std,188.48804,16,0.84117,0.76864
10872,12,f103_refused_AMT_CREDIT_d_AMT_ANNUITY_min,188.8554,10,0.84117,0.76864
10873,12,f104_nyg_high_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_mean,188.73535,13,0.84117,0.76864
10869,12,f102_nyg_low_normal_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_LAST_PHONE_CHANGE_min,189.64036,15,0.84117,0.76864
10870,12,f102_refused_AMT_APPLICATION_s_app_AMT_CREDIT_mean,189.54481,15,0.84117,0.76864
8835,10,f101_nyg_low_normal_amt_unpaid_sum,328.77417,25,0.84481,0.76864
8527,10,f101_completed_DAYS_DECISION_s_app_DAYS_LAST_PHONE_CHANGE_min,859.83919,64,0.84481,0.76864
10715,12,f103_completed_DAYS_DECISION_d_app_DAYS_REGISTRATION_max,287.77459,20,0.84117,0.76864
8503,10,f101_approved_DAYS_LAST_DUE_d_app_DAYS_REGISTRATION_max,1142.00931,83,0.84481,0.76864
8923,10,f103_approved_AMT_ANNUITY_d_app_AMT_ANNUITY_pctchange_min,267.45271,24,0.84481,0.76864
10315,12,f101_active_CNT_PAYMENT_mean,7106.559,303,0.84117,0.76864
8815,10,f105_past_payment_22m_min,352.49558,25,0.84481,0.76864
10666,12,f101_active_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_std,328.51089,22,0.84117,0.76864
8818,10,f104_nyg_high_DAYS_DECISION_d_app_DAYS_BIRTH_mean,348.95199,21,0.84481,0.76864
10667,12,f103_refused_AMT_GOODS_PRICE_d_app_AMT_GOODS_PRICE_diff_min,328.2638,18,0.84117,0.76864
8863,10,f101_approved_AMT_APPLICATION_s_app_AMT_CREDIT_pctchange_max_div_min,306.42383,22,0.84481,0.76864
8449,10,f105_future_payment_16m_min,3971.76036,173,0.84481,0.76864
10665,12,f101_nyg_high_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_pctchange_min,329.04009,26,0.84117,0.76864
8834,10,f101_nyg_middle_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_LAST_PHONE_CHANGE_std,329.00603,21,0.84481,0.76864
8900,10,f103_completed_DAYS_LAST_DUE_s_DAYS_DECISIONS_max,283.27819,23,0.84481,0.76864
8452,10,f101_approved_DAYS_FIRST_DRAWING_s_app_DAYS_BIRTH_min,3660.15005,155,0.84481,0.76864
8898,10,f101_approved_AMT_APPLICATION_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_pctchange_max,283.54403,21,0.84481,0.76864
10692,12,f103_active_DAYS_DECISION_d_app_DAYS_BIRTH_max,305.18233,19,0.84117,0.76864
9117,10,f101_nyg_middle_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_pctchange_max_div_min,160.1369,11,0.84481,0.76864
10693,12,f101_active_AMT_CREDIT_d_app_AMT_GOODS_PRICE_diff_min,305.10152,23,0.84117,0.76864
10921,12,f104_approved_AMT_APPLICATION_s_app_AMT_ANNUITY_diff_mean,160.05886,10,0.84117,0.76864
8864,10,f101_nyg_high_DAYS_TERMINATION_d_app_DAYS_EMPLOYED_mean,306.20426,25,0.84481,0.76864
8594,10,f101_refused_AMT_APPLICATION_d_app_AMT_INCOME_TOTAL_pctchange_max,635.13553,34,0.84481,0.76864
10596,12,f105_prevapp_future_payment_1vs3,400.8185,24,0.84117,0.76864
10589,12,f101_nyg_high_AMT_ANNUITY_d_app_AMT_ANNUITY_diff_max,405.78178,28,0.84117,0.76864
9119,10,f103_nyg_middle_DAYS_DECISION_d_app_DAYS_REGISTRATION_max,159.63661,12,0.84481,0.76864
10923,12,f104_active_AMT_APPLICATION_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_min,159.55215,10,0.84117,0.76864
10924,12,f104_nyg_low_normal_AMT_GOODS_PRICE_max,159.41921,12,0.84117,0.76864
8865,10,f104_approved_DAYS_TERMINATION_s_DAYS_FIRST_DUE_mean,305.91465,25,0.84481,0.76864
9118,10,f101_nyg_low_normal_DAYS_DECISION_s_app_DAYS_REGISTRATION_max_div_min,159.79672,11,0.84481,0.76864
8866,10,f103_completed_DAYS_DECISION_s_app_DAYS_ID_PUBLISH_min,305.80098,23,0.84481,0.76864
10788,12,f104_completed_DAYS_LAST_DUE_1ST_VERSION_s_DAYS_DECISIONS_mean,231.2605,15,0.84117,0.76864
10690,12,f103_approved_AMT_ANNUITY_d_app_AMT_ANNUITY_diff_mean,305.58395,24,0.84117,0.76864
8753,10,f101_approved_AMT_GOODS_PRICE_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_diff_std,405.74066,29,0.84481,0.76864
10462,12,f101_approved_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_std,657.20643,59,0.84117,0.76864
8859,10,f103_completed_AMT_ANNUITY_s_app_AMT_CREDIT_min,309.3376,19,0.84481,0.76864
8867,10,f101_nyg_high_AMT_GOODS_PRICE_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_pctchange_min,304.60805,23,0.84481,0.76864
10694,12,f103_nyg_low_normal_AMT_ANNUITY_d_app_AMT_ANNUITY_min,304.50207,22,0.84117,0.76864
10785,12,f101_nyg_middle_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_max_div_min,232.85935,17,0.84117,0.76864
10786,12,f101_nyg_middle_AMT_CREDIT_s_app_AMT_CREDIT_std_div_mean,232.84585,18,0.84117,0.76864
8868,10,f104_completed_DAYS_DECISION_d_app_DAYS_REGISTRATION_mean,304.39007,20,0.84481,0.76864
10784,12,f101_nyg_middle_DAYS_DECISION_d_app_DAYS_BIRTH_std_div_mean,233.53647,18,0.84117,0.76864
10691,12,f101_nyg_low_action_AMT_GOODS_PRICE_d_app_AMT_ANNUITY_max,305.1916,16,0.84117,0.76864
8861,10,f101_active_AMT_CREDIT_s_app_AMT_CREDIT_diff_mean,308.4101,21,0.84481,0.76864
10920,12,f102_nyg_low_normal_AMT_CREDIT_max,161.04013,14,0.84117,0.76864
9116,10,f104_approved_DAYS_LAST_DUE_d_app_DAYS_ID_PUBLISH_mean,160.87811,12,0.84481,0.76864
9115,10,f101_nyg_low_action_AMT_GOODS_PRICE_min,161.1046,10,0.84481,0.76864
8651,10,f103_approved_AMT_APPLICATION_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_mean,516.85282,37,0.84481,0.76864
9111,10,f104_approved_AMT_GOODS_PRICE_d_AMT_ANNUITY_pctchange_max,163.42767,14,0.84481,0.76864
10916,12,f103_nyg_middle_AMT_CREDIT_d_app_AMT_CREDIT_min,163.40848,14,0.84117,0.76864
8579,10,f103_approved_AMT_CREDIT_s_app_AMT_INCOME_TOTAL_mean,665.17898,51,0.84481,0.76864
10459,12,f103_approved_DAYS_LAST_DUE_s_app_DAYS_LAST_PHONE_CHANGE_min,666.16235,51,0.84117,0.76864
10463,12,f103_nyg_middle_AMT_GOODS_PRICE_max,650.57922,46,0.84117,0.76864
8653,10,f101_nyg_middle_DAYS_LAST_DUE_d_app_DAYS_LAST_PHONE_CHANGE_mean,516.50673,37,0.84481,0.76864
10783,12,f102_active_DAYS_FIRST_DUE_s_app_DAYS_EMPLOYED_mean,235.28053,19,0.84117,0.76864
8654,10,f101_completed_DAYS_TERMINATION_s_app_DAYS_EMPLOYED_min,516.36124,38,0.84481,0.76864
8758,10,f107_AMT_ANNUITY-s-app_AMT_GOODS_PRICE_pctchange,401.3302,36,0.84481,0.76864
8759,10,f101_nyg_middle_AMT_CREDIT_d_app_AMT_CREDIT_min,401.31191,30,0.84481,0.76864
10595,12,f101_nyg_middle_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_EMPLOYED_std_div_mean,401.68676,31,0.84117,0.76864
8659,10,f101_nyg_middle_DAYS_TERMINATION_d_app_DAYS_REGISTRATION_max,509.29234,41,0.84481,0.76864
8982,10,f102_nyg_low_normal_AMT_ANNUITY_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_mean,234.49142,18,0.84481,0.76864
9182,10,f102_nyg_middle_AMT_APPLICATION_min,130.91073,11,0.84481,0.76864
9179,10,f101_nyg_middle_AMT_CREDIT_d_AMT_ANNUITY_pctchange_std,131.60856,10,0.84481,0.76864
10526,12,f101_active_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_mean,503.27901,36,0.84117,0.76864
8978,10,f101_nyg_low_action_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_REGISTRATION_mean,237.16032,13,0.84481,0.76864
8979,10,f101_nyg_middle_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_ID_PUBLISH_std_div_mean,237.14228,17,0.84481,0.76864
10781,12,f101_nyg_low_normal_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_diff_std_div_mean,237.35482,17,0.84117,0.76864
8974,10,f102_approved_AMT_CREDIT_d_total_debt_diff_mean,240.85974,18,0.84481,0.76864
10979,12,f103_nyg_middle_DAYS_LAST_DUE_s_app_DAYS_ID_PUBLISH_mean,132.97337,11,0.84117,0.76864
10987,12,f104_completed_DAYS_LAST_DUE_s_app_DAYS_LAST_PHONE_CHANGE_mean,129.8454,12,0.84117,0.76864
8980,10,f101_nyg_low_normal_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_pctchange_min,235.95589,15,0.84481,0.76864
10988,12,f102_nyg_middle_AMT_ANNUITY_d_app_AMT_CREDIT_max,129.77419,12,0.84117,0.76864
10782,12,f101_nyg_middle_AMT_ANNUITY_s_app_AMT_GOODS_PRICE_pctchange_mean,236.34525,21,0.84117,0.76864
8755,10,f101_approved_AMT_GOODS_PRICE_d_AMT_ANNUITY_pctchange_max_div_min,403.05968,33,0.84481,0.76864
8761,10,f101_approved_AMT_GOODS_PRICE_s_app_AMT_CREDIT_pctchange_max,400.03369,30,0.84481,0.76864
8762,10,f001_LANDAREA_MODE,399.9333,32,0.84481,0.76864
10597,12,f101_nyg_middle_DAYS_FIRST_DUE_s_app_DAYS_LAST_PHONE_CHANGE_std_div_mean,399.77234,26,0.84117,0.76864
10919,12,f101_nyg_high_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_pctchange_max_div_min,161.57177,13,0.84117,0.76864
9114,10,f104_nyg_middle_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_mean,162.0236,12,0.84481,0.76864
8985,10,f101_nyg_high_DAYS_LAST_DUE_s_app_DAYS_BIRTH_std,232.32942,19,0.84481,0.76864
8981,10,f102_active_AMT_APPLICATION_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_mean,235.47584,18,0.84481,0.76864
9183,10,f103_nyg_middle_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_pctchange_mean,130.52906,10,0.84481,0.76864
8756,10,f103_approved_DAYS_LAST_DUE_d_app_DAYS_EMPLOYED_mean,402.70657,28,0.84481,0.76864
8757,10,f103_approved_AMT_GOODS_PRICE_d_AMT_CREDIT_diff_max,402.4104,32,0.84481,0.76864
8506,10,f103_nyg_high_AMT_APPLICATION_s_app_AMT_ANNUITY_max,1082.59644,41,0.84481,0.76864
10875,12,f101_nyg_high_AMT_GOODS_PRICE_s_app_AMT_INCOME_TOTAL_pctchange_std,186.73197,15,0.84117,0.76864
9184,10,f103_nyg_high_total_debt_pctchange_min,129.90679,10,0.84481,0.76864
10986,12,f102_nyg_low_normal_AMT_ANNUITY_d_app_AMT_CREDIT_mean,129.85438,10,0.84117,0.76864
9067,10,f103_approved_DAYS_LAST_DUE_s_app_DAYS_REGISTRATION_min,187.08929,14,0.84481,0.76864
9181,10,f102_nyg_middle_AMT_GOODS_PRICE_s_app_AMT_CREDIT_min,130.99603,10,0.84481,0.76864
8507,10,f101_nyg_high_AMT_CREDIT_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_max,1062.00053,65,0.84481,0.76864
10834,12,f104_approved_DAYS_DECISION_d_app_DAYS_ID_PUBLISH_max,205.73417,16,0.84117,0.76864
10719,12,f101_refused_AMT_ANNUITY_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_pctchange_std,285.97985,21,0.84117,0.76864
8901,10,f103_nyg_high_DAYS_DECISION_d_app_DAYS_REGISTRATION_mean,283.23295,15,0.84481,0.76864
9032,10,f103_nyg_high_cnt_unpaid_max,205.6671,10,0.84481,0.76864
9176,10,f103_approved_AMT_GOODS_PRICE_d_AMT_ANNUITY_std_div_mean,134.11736,10,0.84481,0.76864
10721,12,f104_approved_AMT_APPLICATION_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_min,283.32861,25,0.84117,0.76864
8899,10,f101_active_AMT_APPLICATION_d_app_AMT_GOODS_PRICE_mean,283.28785,21,0.84481,0.76864
10379,12,f101_nyg_low_normal_DAYS_LAST_DUE_d_app_DAYS_ID_PUBLISH_mean,1113.55158,71,0.84117,0.76864
8655,10,f101_nyg_high_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_REGISTRATION_mean,516.26037,38,0.84481,0.76864
8832,10,f104_completed_DAYS_DECISION_d_app_DAYS_BIRTH_mean,333.61643,23,0.84481,0.76864
10519,12,f107_AMT_CREDIT-s-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_diff,516.20265,42,0.84117,0.76864
10658,12,f101_active_DAYS_FIRST_DUE_s_app_DAYS_ID_PUBLISH_std_div_mean,334.49122,24,0.84117,0.76864
10511,12,f104_nyg_high_AMT_CREDIT_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_min,523.55159,27,0.84117,0.76864
10512,12,f103_nyg_high_interest_rate_pctchange_min,523.43382,28,0.84117,0.76864
8902,10,f102_approved_DAYS_FIRST_DUE_s_app_DAYS_EMPLOYED_min,282.71273,20,0.84481,0.76864
10835,12,f102_refused_AMT_ANNUITY_max,205.34563,13,0.84117,0.76864
9112,10,f102_active_DAYS_DECISION_d_app_DAYS_EMPLOYED_mean,162.59743,11,0.84481,0.76864
9113,10,f101_nyg_low_normal_AMT_CREDIT_d_total_debt_max_div_min,162.5525,13,0.84481,0.76864
10917,12,f104_completed_DAYS_FIRST_DUE_d_app_DAYS_LAST_PHONE_CHANGE_mean,163.06923,13,0.84117,0.76864
10990,12,f104_approved_AMT_CREDIT_d_app_AMT_CREDIT_max,129.03721,10,0.84117,0.76864
